R_fighter,B_fighter,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Yancy Medeiros,Damir Hadzovic,USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,2.99,0.46,0.2,0.68,0.6,2,4,16,0,0,1,0,2,0,0,3,175.26,177.8,155,3,0,0,04.05,0.35,0.5,0.12,0.25,3,7,31,0,0,1,1,3,3,0,8,177.8,190.5,155,33,34,-1,0,-1,-5,-3,-15,0,-1,-3,-2.54,-12.7,1,-1.06,-0.3,0.56,,neither,U-DEC,,3.0,05:00,900.0
Chan Sung Jung,Dan Ige,USA,Red,FALSE,Featherweight,MALE,5,0,1,0,3.82,0.46,0.4,1.38,0.25,6,2,26,0,0,2,2,2,2,0,8,170.18,180.34,145,1,0,0,04.07,0.43,0.7,0.82,0.47,3,5,29,1,0,0,0,4,2,0,6,170.18,182.88,145,34,29,-1,1,3,2,-3,-3,-1,-2,0,0.0,-2.54,-5,-0.25,-0.3,0.56,,Red,U-DEC,,5.0,05:00,1500.0
Aleksei Oleinik,Serghei Spivac,USA,Blue,FALSE,Heavyweight,MALE,3,0,2,0,3.85,0.5,0.2,2.83,0.63,2,2,11,0,1,0,0,1,1,0,3,190.5,198.12,260,2,0,0,3.55,0.5,2.2,2.16,0.46,2,6,22,0,0,1,0,1,6,0,8,187.96,203.2,240,43,26,-2,2,0,-5,-4,-11,0,0,-5,2.54,-5.08,-17,0.3,-2.0,0.67,,Red,U-DEC,,3.0,05:00,900.0
Marlon Vera,Davey Grant,USA,Red,FALSE,Bantamweight,MALE,3,0,3,0,4.21,0.47,0.2,02.07,0.46,3,3,17,0,0,1,1,2,0,0,4,172.72,175.26,135,1,0,0,3.91,0.5,1.3,0.88,0.42,5,6,38,0,0,0,1,5,4,0,10,172.72,177.8,135,28,35,-1,3,-2,-6,-3,-21,0,-3,-4,0.0,-2.54,7,0.3,-1.1,1.19,,Red,U-DEC,,3.0,05:00,900.0
Julian Erosa,SeungWoo Choi,USA,Blue,FALSE,Featherweight,MALE,3,0,2,0,3.31,0.41,0.0,1.0,0.57,2,2,12,0,0,0,2,0,0,0,2,182.88,187.96,145,0,2,0,5.1,0.47,0.9,1.29,0.54,2,4,18,0,0,1,0,2,1,0,4,185.42,187.96,145,31,28,0,0,0,-2,-2,-6,0,-2,-1,-2.54,0.0,-3,-1.79,-0.9,-0.29,,neither,KO/TKO,Punch,1.0,01:37,97.0
Wellington Turman,Bruno Silva,USA,Blue,FALSE,Middleweight,MALE,3,0,0,0,4.0,0.73,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,1,0,0,2.44,0.42,0.8,2.31,0.22,1,2,7,0,0,0,1,0,0,0,1,182.88,182.88,185,24,31,-1,0,-1,-1,-2,-7,0,0,0,0.0,05.08,7,1.56,-0.8,-2.31,,neither,KO/TKO,Punches,1.0,04:45,285.0
Matt Brown,Dhiego Lima,USA,Red,FALSE,Welterweight,MALE,3,1,0,0,3.12,0.39,0.6,1.26,0.34,3,6,21,0,0,2,1,1,0,0,4,187.96,190.5,170,2,0,0,3.68,0.54,1.4,1.52,0.44,7,12,61,0,0,0,2,11,2,0,15,182.88,190.5,170,40,32,-1,0,-4,-11,-6,-40,0,-10,-2,05.08,0.0,-8,-0.56,-0.8,-0.26,,neither,KO/TKO,Punch,2.0,03:02,482.0
Aleksa Camur,Nicolae Negumereanu,USA,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,2.73,0.37,0.0,0.5,0.2,0,1,3,0,0,0,0,0,0,0,0,182.88,198.12,205,1,0,0,4.78,0.59,0.0,0.59,0.25,2,1,8,0,0,0,1,1,0,0,2,185.42,187.96,205,25,26,0,0,-2,-2,0,-5,0,-1,0,-2.54,10.16,1,-2.05,0.0,-0.09,,neither,S-DEC,,3.0,05:00,900.0
Kanako Murata,Virna Jandiroba,USA,Blue,FALSE,Women's Strawweight,FEMALE,3,1,0,0,2.65,0.46,1.9,2.5,0.53,2,2,9,0,0,0,0,0,2,0,2,160.02,162.56,115,0,1,0,02.08,0.59,1.2,2.4,0.4,1,0,3,0,0,0,1,0,0,0,1,154.94,157.48,115,27,33,1,-1,1,1,2,6,0,0,2,05.08,05.08,6,0.57,0.7,0.1,,Blue,KO/TKO,,2.0,05:00,600.0
Khaos Williams,Matthew Semelsberger,USA,Red,FALSE,Welterweight,MALE,3,0,2,0,6.11,0.48,0.5,0.99,1.0,2,0,4,0,0,0,1,1,0,0,2,185.42,190.5,170,1,0,0,5.2,0.38,0.0,0.0,0.0,2,1,5,0,0,0,0,2,0,0,2,182.88,195.58,170,27,28,-1,2,0,0,-1,-1,0,-1,0,2.54,-5.08,1,0.91,0.5,0.99,,neither,U-DEC,,3.0,05:00,900.0
Josh Parisian,Roque Martinez,USA,Red,FALSE,Heavyweight,MALE,3,2,0,0,3.28,0.53,0.4,0.38,0.5,0,2,5,0,0,0,0,0,0,0,0,177.8,182.88,250,1,0,0,6.53,0.5,0.4,0.43,0.14,2,1,5,0,0,0,0,2,0,0,2,193.04,200.66,265,31,35,1,0,-2,-2,1,0,0,-2,0,-15.24,-17.78,4,-3.25,0.0,-0.05,,neither,S-DEC,,3.0,05:00,900.0
Joaquim Silva,Ricky Glenn,USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,4.39,0.42,0.3,0.66,0.13,2,3,18,0,0,2,1,0,0,0,3,182.88,177.8,145,1,0,0,3.9,0.37,0.7,0.23,0.5,3,2,15,0,0,2,0,2,0,0,4,172.72,175.26,155,32,32,0,0,-1,-1,1,3,0,-2,0,10.16,2.54,0,0.49,-0.4,0.43,,neither,KO/TKO,Punches,1.0,00:37,37.0
Casey O'Neill,Lara Procopio,USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,5.64,0.58,0.3,3.15,0.47,1,1,6,0,0,0,1,0,0,0,1,162.56,170.18,125,0,1,0,5.56,0.6,2.1,3.47,0.62,1,0,2,0,0,0,0,1,0,0,1,167.64,175.26,125,23,25,0,0,0,0,1,4,0,-1,0,-5.08,-5.08,2,0.08,-1.8,-0.32,,neither,SUB,Rear Naked Choke,3.0,02:54,774.0
Israel Adesanya,Marvin Vettori,USA,Red,TRUE,Middleweight,MALE,5,0,5,1,3.88,0.43,0.7,2.24,0.47,5,2,30,0,0,0,5,0,2,0,7,182.88,187.96,185,1,0,0,3.94,0.5,0.2,0.0,0.0,9,1,33,5,0,1,4,4,0,0,9,193.04,203.2,185,31,27,-1,5,-4,-2,1,-3,-5,-4,2,-10.16,-15.24,-4,-0.06,0.5,2.24,,Red,U-DEC,,5.0,05:00,1500.0
Deiveson Figueiredo,Brandon Moreno,USA,Blue,TRUE,Flyweight,MALE,5,0,3,2,3.44,0.39,0.8,02.05,0.47,3,2,29,1,0,1,2,1,2,0,6,170.18,177.8,125,0,5,1,3.24,0.56,2.1,1.54,0.52,5,1,25,3,0,1,1,4,3,0,9,165.1,172.72,125,33,27,0,-2,-2,-3,1,4,-2,-3,-1,05.08,05.08,-6,0.2,-1.3,0.51,,Red,SUB,Rear Naked Choke,3.0,02:26,746.0
Leon Edwards,Nate Diaz,USA,Red,FALSE,Welterweight,MALE,3,1,0,0,4.51,0.45,1.3,1.1,0.3,5,11,72,1,0,1,3,4,11,0,19,182.88,193.04,170,0,8,0,2.62,0.49,0.3,1.48,0.35,8,2,40,0,0,1,6,2,1,0,10,187.96,187.96,170,29,36,1,-8,-3,9,9,32,1,2,10,-5.08,05.08,7,1.89,1.0,-0.38,,Red,U-DEC,,5.0,05:00,1500.0
Demian Maia,Belal Muhammad,USA,Blue,FALSE,Welterweight,MALE,3,0,4,0,4.61,0.42,0.2,1.8,0.28,4,3,36,0,0,1,6,1,1,0,9,180.34,182.88,170,1,0,0,1.8,0.43,1.0,2.49,0.24,7,10,86,2,1,1,8,1,11,0,22,185.42,182.88,170,43,32,-1,4,-3,-13,-7,-50,-2,0,-10,-5.08,0.0,-11,2.81,-0.8,-0.69,,Red,U-DEC,,3.0,05:00,900.0
Paul Craig,Jamahal Hill,USA,Red,FALSE,Light Heavyweight,MALE,3,0,3,0,7.5,0.52,0.0,0.0,0.0,3,0,8,0,0,0,1,2,0,0,3,193.04,200.66,205,0,3,1,2.59,0.51,1.9,02.06,0.25,2,4,21,0,0,0,0,1,5,0,6,190.5,193.04,205,33,30,0,0,1,-3,-4,-13,0,1,-5,2.54,7.62,-3,4.91,-1.9,-2.06,,Red,KO/TKO,Punches,1.0,01:59,119.0
Drew Dober,Brad Riddell,USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,4.75,0.53,0.0,2.0,0.42,3,0,9,0,0,1,2,0,0,0,3,170.18,180.34,155,1,0,0,4.38,0.4,0.1,0.82,0.18,3,6,33,0,0,0,3,6,1,0,10,172.72,177.8,155,32,29,-1,3,0,-7,-6,-24,0,-6,-1,-2.54,2.54,-3,0.37,-0.1,1.18,,neither,U-DEC,,3.0,05:00,900.0
Eryk Anders,Darren Stewart,USA,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,2.98,0.45,0.1,1.56,0.41,3,5,25,0,0,1,1,2,1,0,5,182.88,187.96,185,1,0,0,3.2,0.47,0.1,1.47,0.32,2,5,29,0,0,1,1,3,0,0,5,185.42,190.5,185,34,30,0,0,1,0,0,-4,0,-1,1,-2.54,-2.54,-4,-0.22,0.0,0.09,,neither,U-DEC,,3.0,05:00,900.0
Lauren Murphy,Joanne Calderwood,USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,6.75,0.5,0.4,1.62,0.55,2,5,28,0,0,1,4,1,1,0,7,167.64,165.1,125,0,4,0,3.95,0.4,0.1,1.16,0.34,4,4,29,0,0,2,1,2,1,0,6,165.1,170.18,125,37,35,0,-3,-2,1,1,-1,0,-1,0,2.54,-5.08,-2,2.8,0.3,0.46,,Red,S-DEC,,3.0,05:00,900.0
Movsar Evloev,Hakeem Dawodu,USA,Red,FALSE,Featherweight,MALE,3,0,5,0,4.72,0.46,0.0,0.0,0.0,5,1,16,0,0,3,1,1,0,0,5,172.72,185.42,145,0,4,0,4.32,0.44,0.4,4.0,0.47,4,0,12,0,0,1,3,0,0,0,4,170.18,182.88,145,27,29,0,1,1,1,1,4,0,1,0,2.54,2.54,2,0.4,-0.4,-4.0,,Red,U-DEC,,3.0,05:00,900.0
Pannie Kianzad,Alexis Davis,USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,4.55,0.47,0.7,0.94,0.42,3,6,40,1,0,2,5,1,1,0,9,167.64,172.72,135,0,3,0,5.71,0.49,0.2,0.18,0.14,3,2,14,0,0,0,3,0,0,0,3,170.18,167.64,135,29,36,0,-2,0,6,4,26,1,1,1,-2.54,05.08,7,-1.16,0.5,0.76,,Red,U-DEC,,3.0,05:00,900.0
Matt Frevola,Terrance McKinney,USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,1.73,0.57,0.0,4.33,0.33,0,1,2,0,0,0,0,0,0,0,0,177.8,185.42,155,1,0,1,2.73,0.37,1.1,2.58,0.37,2,2,15,0,0,1,1,0,1,0,3,175.26,180.34,155,31,26,0,0,-2,-3,-1,-13,0,0,-1,2.54,05.08,-5,-1.0,-1.1,1.75,,neither,KO/TKO,Punch,1.0,00:07,7.0
Chase Hooper,Steven Peterson,USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,4.43,0.37,0.6,1.87,0.3,1,4,17,0,0,1,0,1,0,0,2,177.8,177.8,145,0,1,0,3.87,0.46,2.2,0.96,0.18,2,1,10,0,0,0,1,1,1,0,3,185.42,187.96,145,21,31,0,0,-1,-1,3,7,0,0,-1,-7.62,-10.16,10,0.56,-1.6,0.91,,neither,U-DEC,,3.0,05:00,900.0
Fares Ziam,Luigi Vendramini,USA,Red,FALSE,Lightweight,MALE,3,0,1,0,2.26,0.37,0.7,0.67,0.08,1,1,3,0,0,0,0,1,0,0,1,172.72,185.42,170,0,1,0,2.13,0.39,0.0,0.33,0.11,1,1,6,0,0,0,1,0,0,0,1,185.42,190.5,155,24,25,0,0,0,0,0,-3,0,1,0,-12.7,-5.08,1,0.13,0.7,0.34,,neither,M-DEC,,3.0,05:00,900.0
Carlos Felipe,Jake Collier,USA,Red,FALSE,Heavyweight,MALE,3,0,1,0,5.52,0.42,0.3,0.48,0.21,1,4,18,0,0,1,2,1,0,0,4,190.5,198.12,230,0,2,0,4.88,0.46,0.0,0.0,0.0,2,1,9,0,0,1,1,0,0,0,2,182.88,190.5,245,26,32,0,-1,-1,2,3,9,0,1,0,7.62,7.62,6,0.64,0.3,0.48,,neither,S-DEC,,3.0,05:00,900.0
Jairzinho Rozenstruik,Augusto Sakai,USA,Red,FALSE,Heavyweight,MALE,5,1,0,0,5.1,0.48,0.0,0.14,0.5,5,1,17,0,0,2,0,3,0,0,5,190.5,195.58,265,1,0,0,3.15,0.49,0.0,0.0,0.0,4,2,17,0,0,0,0,5,0,0,5,187.96,198.12,242,33,30,0,0,1,0,-1,0,0,-2,0,2.54,-2.54,-3,1.95,0.0,0.14,,Red,KO/TKO,Punches,1.0,04:59,299.0
Walt Harris,Marcin Tybura,USA,Blue,FALSE,Heavyweight,MALE,3,0,4,0,3.63,0.5,0.1,1.67,0.45,4,5,36,0,0,0,5,3,0,0,8,190.5,198.12,249,2,0,0,03.05,0.39,0.1,0.29,0.28,3,8,26,0,0,0,0,6,0,0,6,195.58,195.58,250,37,35,-2,4,1,2,-3,10,0,-3,0,-5.08,2.54,-2,0.58,0.0,1.38,,Red,KO/TKO,Punches,1.0,04:06,246.0
Roman Dolidze,Laureano Staropoli,USA,Red,FALSE,Middleweight,MALE,3,2,0,0,3.64,0.33,0.0,0.8,0.4,2,2,12,0,0,0,2,0,0,0,2,185.42,180.34,185,1,0,0,2.36,0.48,1.5,2.74,0.52,2,1,7,0,0,1,0,1,0,0,2,187.96,193.04,205,32,28,1,0,0,0,1,5,0,-1,0,-2.54,-12.7,-4,1.28,-1.5,-1.94,,neither,U-DEC,,3.0,05:00,900.0
Santiago Ponzinibbio,Miguel Baeza,USA,Red,FALSE,Welterweight,MALE,3,0,4,0,5.3,0.49,0.9,0.57,0.4,4,0,9,0,0,0,1,2,1,0,4,187.96,187.96,170,1,0,0,4.65,0.4,0.0,0.46,0.36,7,3,26,0,0,0,4,5,0,0,9,182.88,185.42,170,34,28,-1,4,-3,-5,-3,-17,0,-3,1,05.08,2.54,-6,0.65,0.9,0.11,,neither,U-DEC,,3.0,05:00,900.0
Dusko Todorovic,Gregory Rodrigues,USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,4.91,0.48,0.0,2.6,0.5,0,1,1,0,0,0,0,0,0,0,0,190.5,190.5,185,1,0,0,5.71,0.54,0.0,0.35,0.05,2,1,6,0,0,0,1,1,0,0,2,185.42,187.96,185,27,29,0,0,-2,-2,0,-5,0,-1,0,05.08,2.54,2,-0.8,0.0,2.25,,neither,U-DEC,,3.0,05:00,900.0
Montana De La Rosa,Ariane Lipski,USA,Red,FALSE,Women's Flyweight,FEMALE,3,1,0,0,2.76,0.33,0.5,0.23,0.25,2,3,12,0,0,0,1,0,1,0,2,167.64,170.18,125,1,0,1,2.87,0.37,1.1,2.25,0.31,3,2,18,0,0,0,1,0,3,0,4,170.18,172.72,125,26,27,0,0,-1,-2,1,-6,0,0,-2,-2.54,-2.54,1,-0.11,-0.6,-2.02,,neither,KO/TKO,Punches,2.0,04:27,567.0
Tanner Boser,Ilir Latifi,USA,Blue,FALSE,Heavyweight,MALE,3,3,0,0,1.84,0.39,0.4,02.02,0.34,3,6,25,0,0,0,2,3,2,0,7,177.8,185.42,230,1,0,0,4.21,0.52,0.0,0.0,0.0,2,2,12,0,0,0,1,2,0,0,3,187.96,190.5,255,29,37,2,0,1,4,4,13,0,1,2,-10.16,-5.08,8,-2.37,0.4,02.02,,neither,S-DEC,,3.0,05:00,900.0
Francisco Trinaldo,Muslim Salikhov,USA,Blue,FALSE,Welterweight,MALE,3,0,4,0,3.13,0.48,0.0,1.12,0.38,4,1,11,0,0,1,1,2,0,0,4,180.34,177.8,170,0,3,0,03.08,0.43,0.5,01.03,0.45,7,6,56,0,0,1,8,5,2,0,16,175.26,177.8,155,42,36,0,1,-3,-12,-5,-45,0,-3,-2,05.08,0.0,-6,0.05,-0.5,0.09,,neither,U-DEC,,3.0,05:00,900.0
Makwan Amirkhani,Kamuela Kirk,USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,3.27,0.52,1.8,1.18,0.4,0,1,3,0,0,0,0,0,0,0,0,177.8,190.5,145,1,0,0,1.4,0.43,1.1,3.61,0.4,3,3,20,0,0,1,1,1,3,0,6,177.8,182.88,145,32,27,0,0,-3,-6,-2,-17,0,-1,-3,0.0,7.62,-5,1.87,0.7,-2.43,,neither,U-DEC,,3.0,05:00,900.0
Manon Fiorot,Tabatha Ricci,USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,0,0,2.13,0.18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,154.94,154.94,125,0,1,0,8.0,0.5,0.0,1.75,1.0,1,0,2,0,0,0,0,1,0,0,1,170.18,165.1,125,31,26,0,-1,-1,-1,0,-2,0,-1,0,-15.24,-10.16,-5,-5.87,0.0,-1.75,,neither,KO/TKO,Punches,2.0,03:00,480.0
Sean Woodson,Youssef Zalal,USA,Red,FALSE,Featherweight,MALE,3,2,0,0,2.51,0.5,1.2,2.33,0.29,3,2,15,0,0,0,3,0,0,0,3,177.8,182.88,145,1,0,0,5.27,0.43,0.6,0.0,0.0,2,1,8,0,0,0,1,1,0,0,2,187.96,198.12,145,28,24,1,0,1,1,1,7,0,-1,0,-10.16,-15.24,-4,-2.76,0.6,2.33,,neither,S-DEC,,3.0,05:00,900.0
Claudio Puelles,Jordan Leavitt,USA,Red,FALSE,Lightweight,MALE,3,0,2,0,1.33,0.6,0.8,03.06,0.4,2,0,2,0,0,0,0,1,1,0,2,175.26,180.34,155,0,2,0,1.76,0.47,0.9,3.35,0.47,2,1,8,0,0,0,1,0,1,0,2,177.8,182.88,155,25,26,0,0,0,0,-1,-6,0,1,0,-2.54,-2.54,1,-0.43,-0.1,-0.29,,neither,U-DEC,,3.0,05:00,900.0
Rob Font,Cody Garbrandt,USA,Red,FALSE,Bantamweight,MALE,5,0,1,0,3.17,0.38,0.0,01.05,0.32,6,3,20,3,0,0,2,5,0,0,7,172.72,165.1,135,0,3,0,5.58,0.43,0.6,1.2,0.4,3,3,22,0,0,0,2,5,1,0,8,172.72,180.34,135,33,29,0,-2,3,-1,0,-2,3,0,-1,0.0,-15.24,-4,-2.41,-0.6,-0.15,,Red,U-DEC,,,,
Yan Xiaonan,Carla Esparza,USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,4,0,2.34,0.43,0.3,3.53,0.37,4,4,35,2,1,2,4,0,1,0,8,154.94,160.02,115,0,6,0,5.95,0.42,0.0,0.92,0.75,6,0,18,0,0,0,6,0,0,0,6,165.1,160.02,115,31,33,0,-2,-2,2,4,17,2,0,1,-10.16,0.0,2,-3.61,0.3,2.61,13.0,Red,KO/TKO,,,,
Justin Tafa,Jared Vanderaa,USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,5.59,0.49,0.0,0.53,1.0,1,1,3,0,0,0,0,1,0,0,1,193.04,203.2,260,1,0,0,5.15,0.55,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,182.88,187.96,264,27,29,0,0,0,0,-1,-2,0,0,0,10.16,15.24,2,0.44,0.0,0.53,,neither,U-DEC,,,,
Felicia Spencer,Norma Dumont,USA,Blue,FALSE,Women's Featherweight,FEMALE,3,0,1,0,4.98,0.53,0.0,1.79,0.4,1,1,4,0,0,0,1,0,0,0,1,170.18,170.18,145,1,0,0,03.05,0.44,0.2,0.48,0.1,1,2,10,1,0,0,0,1,1,0,2,167.64,172.72,145,30,30,-1,1,0,-1,-1,-6,-1,-1,-1,2.54,-2.54,0,1.93,-0.2,1.31,,neither,S-DEC,,,,
Ricardo Ramos,Bill Algeo,USA,Red,FALSE,Featherweight,MALE,3,0,1,0,6.37,0.53,0.0,0.5,0.28,1,2,9,0,0,0,1,0,0,0,1,182.88,185.42,145,1,0,0,3.1,0.41,0.7,03.08,0.58,3,2,15,0,0,1,2,1,1,0,5,175.26,182.88,145,25,31,-1,1,-2,-4,0,-6,0,-1,-1,7.62,2.54,6,3.27,-0.7,-2.58,,neither,U-DEC,,,,
Jack Hermansson,Edmen Shahbazyan,USA,Red,FALSE,Middleweight,MALE,3,1,0,0,3.46,0.49,0.7,2.97,0.4,5,1,10,0,0,1,0,3,1,0,5,187.96,187.96,185,1,0,0,4.86,0.45,0.6,02.09,0.36,4,4,26,0,0,0,2,3,3,0,8,185.42,195.58,185,32,23,0,0,1,-3,-3,-16,0,0,-2,2.54,-7.62,-9,-1.4,0.1,0.88,,Red,U-DEC,,,,
Ben Rothwell,Chris Barnett,USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,4.64,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,265,1,0,0,3.71,0.42,0.4,0.68,0.35,6,8,51,0,0,2,2,9,2,0,15,193.04,198.12,265,39,34,-1,0,-6,-15,-8,-51,0,-9,-2,-17.78,-7.62,-5,0.93,-0.4,-0.68,,neither,SUB,,,,
Court McGee,Claudio Silva,USA,Red,FALSE,Welterweight,MALE,3,1,0,0,2.81,0.41,1.3,2.63,0.25,5,1,14,0,0,1,1,0,3,0,5,180.34,180.34,170,3,0,0,4.76,0.36,0.4,1.68,0.23,3,9,48,0,0,1,5,0,2,0,8,180.34,190.5,170,36,38,-2,0,2,-3,-8,-34,0,0,1,0.0,-10.16,2,-1.95,0.9,0.95,,neither,U-DEC,,,,
Bruno Silva,Victor Rodriguez,USA,Red,FALSE,Flyweight,MALE,3,1,0,0,1.59,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,165.1,170.18,125,0,1,0,2.98,0.46,0.0,2.89,0.31,1,2,11,0,0,0,0,1,0,0,1,162.56,165.1,125,31,28,1,-1,-1,-1,-1,-10,0,-1,0,2.54,05.08,-3,-1.39,0.0,-2.89,,neither,KO/TKO,,,,
Josh Culibao,Shayilan Nuerdanbieke,USA,Red,FALSE,Featherweight,MALE,3,0,0,0,1.13,0.26,0.0,2.0,0.14,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,145,1,0,1,2.92,0.43,0.4,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0,177.8,185.42,145,26,27,-1,0,0,0,-1,-5,0,0,0,-5.08,-10.16,1,-1.79,-0.4,2.0,,neither,U-DEC,,,,
David Dvorak,Juancamilo Ronderos,USA,Red,FALSE,Flyweight,MALE,3,0,0,0,4.78,0.34,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,162.56,162.56,125,0,2,0,4.46,0.46,0.5,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,165.1,172.72,125,28,26,0,-2,-2,-2,0,-6,0,0,0,-2.54,-10.16,-2,0.32,-0.5,0.0,,Red,SUB,,,,
Rafael Alves,Damir Ismagulov,USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,3.75,0.43,0.0,1.75,0.36,3,0,9,0,0,0,3,0,0,0,3,177.8,187.96,155,0,1,0,02.01,0.46,1.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,172.72,172.72,155,30,30,0,2,2,2,0,7,0,0,-1,05.08,15.24,0,1.74,-1.3,1.75,,neither,U-DEC,,,,
Charles Oliveira,Michael Chandler,USA,Red,TRUE,Lightweight,MALE,5,0,3,0,4.49,0.5,1.6,02.03,0.41,3,0,4,0,0,0,0,2,1,0,3,172.72,180.34,155,0,8,0,3.26,0.52,2.7,2.64,0.44,8,8,51,0,0,0,2,2,14,0,18,177.8,187.96,155,31,35,0,-5,-5,-15,-8,-47,0,0,-13,-5.08,-7.62,4,1.23,-1.1,-0.61,,Red,KO/TKO,,,,
Tony Ferguson,Beneil Dariush,USA,Blue,FALSE,Lightweight,MALE,3,0,6,1,3.8,0.49,1.0,2.11,0.34,6,4,39,0,0,2,4,3,5,0,14,177.8,182.88,155,2,0,0,5.15,0.45,1.1,0.42,0.42,12,3,43,2,0,1,3,5,6,0,15,180.34,193.04,155,37,32,-2,6,-6,-1,1,-4,-2,-2,-1,-2.54,-10.16,-5,-1.35,-0.1,1.69,,Red,U-DEC,,,,
Matt Schnell,Rogerio Bontorin,USA,Blue,FALSE,Bantamweight,MALE,3,2,0,0,2.82,0.53,1.2,1.68,0.43,3,2,10,0,0,1,0,1,1,0,3,165.1,170.18,125,0,1,0,4.23,0.38,1.0,0.39,0.33,4,3,14,0,0,2,1,0,2,0,5,172.72,177.8,125,31,29,2,-1,-1,-2,-1,-4,0,1,-1,-7.62,-7.62,-2,-1.41,0.2,1.29,,neither,U-DEC,,,,
Katlyn Chookagian,Viviane Araujo,USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,2,0,5.14,0.47,0.3,2.1,0.6,2,1,15,0,0,0,3,1,0,0,4,162.56,172.72,125,0,1,0,4.57,0.35,0.4,0.25,0.15,3,4,34,1,0,1,7,0,0,0,8,175.26,172.72,125,32,34,0,1,-1,-4,-3,-19,-1,1,0,-12.7,0.0,2,0.57,-0.1,1.85,,Red,U-DEC,,,,
Shane Burgos,Edson Barboza,USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,4.16,0.44,0.1,0.42,0.44,4,9,61,0,1,1,6,7,0,0,15,180.34,190.5,145,1,0,0,7.29,0.49,0.1,0.27,1.0,3,2,22,0,0,1,2,2,1,0,6,180.34,190.5,145,30,35,-1,1,1,9,7,39,0,5,-1,0.0,0.0,5,-3.13,0.0,0.15,,Red,KO/TKO,,,,
Jacare Souza,Andre Muniz,USA,Blue,FALSE,Middleweight,MALE,3,0,4,0,2.16,0.58,2.3,3.12,0.4,4,0,8,0,0,0,2,0,2,0,4,185.42,198.12,185,3,0,0,2.53,0.47,1.3,2.57,0.39,8,8,62,0,0,0,4,5,10,0,19,185.42,182.88,185,41,31,-3,4,-4,-15,-8,-54,0,-5,-8,0.0,15.24,-10,-0.37,1.0,0.55,,neither,SUB,,,,
